rank,track,artist,week,month,day,year,season,time_since_covid,covid_period,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
97,Into The Unknown,Idina Menzel & AURORA,2020-04-04,Apr,4,2020,Spring,75,post_covid,0.323,0.405,0.405,-8.533,minor,0.0413,0.849,5.44e-4,0.138,0.274,145.104,194848,5
98,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,2020-04-04,Apr,4,2020,Spring,75,post_covid,0.92,0.833,0.833,-3.18,major,0.253,0.0277,0,0.0596,0.645,141.034,165726,4
99,Vete,Bad Bunny,2020-04-04,Apr,4,2020,Spring,75,post_covid,0.886,0.672,0.672,-4.394,major,0.188,0.0363,8.78e-6,0.101,0.526,91.976,192024,4
100,La Dificil,Bad Bunny,2020-04-04,Apr,4,2020,Spring,75,post_covid,0.685,0.848,0.848,-4.561,minor,0.0858,0.0861,7.14e-6,0.0783,0.761,179.87,163084,4
1,Blinding Lights,The Weeknd,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.514,0.73,0.73,-5.934,major,0.0598,0.00146,9.54e-5,0.0897,0.334,171.005,200040,4
2,The Box,Roddy Ricch,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.896,0.586,0.586,-6.687,minor,0.0559,0.104,0,0.79,0.642,116.971,196653,4
3,Dont Start Now,Dua Lipa,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.794,0.793,0.793,-4.521,minor,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
4,Circles,Post Malone,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.695,0.762,0.762,-3.497,major,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
5,Life Is Good,Future Featuring Drake,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.676,0.609,0.609,-5.831,minor,0.481,0.0706,0,0.152,0.508,142.037,237735,4
6,Adore You,Harry Styles,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.676,0.771,0.771,-3.675,major,0.0483,0.0237,7e-6,0.102,0.569,99.048,207133,4
7,Say So,Doja Cat Featuring Nicki Minaj,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.787,0.673,0.673,-4.577,minor,0.158,0.256,3.57e-6,0.0904,0.786,110.962,237893,4
8,Intentions,Justin Bieber Featuring Quavo,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.811,0.553,0.553,-6.644,major,0.0552,0.317,0,0.105,0.86,148.014,212869,4
9,Everything I Wanted,Billie Eilish,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.704,0.225,0.225,-14.454,minor,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
10,Someone You Loved,Lewis Capaldi,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.501,0.405,0.405,-5.679,major,0.0319,0.751,0,0.105,0.446,109.891,182161,4
11,Roxanne,Arizona Zervas,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.621,0.601,0.601,-5.616,minor,0.148,0.0522,0,0.46,0.457,116.735,163636,5
12,Heartless,The Weeknd,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.538,0.751,0.751,-5.487,minor,0.128,0.0194,1.42e-6,0.145,0.244,169.985,198267,4
13,Memories,Maroon 5,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.764,0.32,0.32,-7.209,major,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
14,The Bones,Maren Morris,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.612,0.57,0.57,-6.642,minor,0.0347,0.278,0,0.0963,0.334,77.002,197293,4
15,My Oh My,Camila Cabello Featuring DaBaby,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.724,0.491,0.491,-6.024,major,0.0296,0.018,1.29e-5,0.0887,0.383,105.046,170746,4
16,Hot Girl Bummer,blackbear,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.782,0.559,0.559,-7.106,minor,0.0767,0.125,0,0.385,0.685,129.992,188344,1
17,Turks,"NAV, Gunna & Travis Scott",2020-04-11,Apr,11,2020,Spring,82,post_covid,0.893,0.618,0.618,-4.425,minor,0.112,0.0827,0,0.542,0.389,119.099,161377,4
18,Savage,Megan Thee Stallion,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.767,0.481,0.481,-8.52,minor,0.0803,0.234,0,0.269,0.761,150.076,171375,4
19,Blueberry Faygo,Lil Mosey,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.774,0.554,0.554,-7.909,major,0.0383,0.207,0,0.132,0.349,99.034,162547,4
20,Dance Monkey,Tones And I,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.824,0.588,0.588,-6.4,minor,0.0924,0.692,1.04e-4,0.149,0.513,98.027,209438,4
21,Break My Heart,Dua Lipa,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.73,0.729,0.729,-3.434,minor,0.0883,0.167,1.39e-6,0.349,0.467,113.013,221820,4
22,I Hope,Gabby Barrett Featuring Charlie Puth,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.466,0.536,0.536,-6.227,major,0.0429,0.0951,0,0.114,0.377,75.998,210773,4
23,Believe It,PARTYNEXTDOOR & Rihanna,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.43,0.7,0.7,-5.35,major,0.264,0.0902,0,0.216,0.731,158.373,183219,4
24,Ballin,Mustard & Roddy Ricch,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.809,0.545,0.545,-6.678,major,0.0735,0.392,0,0.151,0.244,97.008,180435,4
25,Falling,Trevor Daniel,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.567,0.267,0.267,-6.502,major,0.0299,0.839,1.46e-6,0.089,0.0592,110.011,240133,4
26,RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.721,0.716,0.716,-7.037,minor,0.0657,0.0334,8.4e-4,0.237,0.667,104.994,221714,4
27,Stupid Love,Lady Gaga,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.68,0.825,0.825,-4.296,major,0.0702,0.00173,1.22e-4,0.27,0.784,117.987,193533,4
28,"10,000 Hours",Dan + Shay & Justin Bieber,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.654,0.63,0.63,-4.644,major,0.0259,0.153,0,0.111,0.43,89.991,167693,4
29,BOP,DaBaby,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.769,0.787,0.787,-3.909,major,0.367,0.189,0,0.129,0.836,126.77,159715,4
30,Heart On Ice,Rod Wave,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.733,0.389,0.389,-8.468,minor,0.0738,0.0513,0,0.141,0.244,157.878,159670,3
31,High Fashion,Roddy Ricch Featuring Mustard,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.831,0.499,0.499,-8.442,minor,0.114,0.269,0,0.3,0.511,97.956,220487,4
32,Nobody But You,Blake Shelton Duet With Gwen Stefani,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.463,0.653,0.653,-5.515,major,0.0273,0.111,1.36e-4,0.172,0.233,143.912,194867,4
33,Suicidal,YNW Melly & Juice WRLD,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.735,0.369,0.369,-9.682,minor,0.0688,0.334,0,0.126,0.235,140.004,222997,4
34,You Should Be Sad,Halsey,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.591,0.585,0.585,-6.35,major,0.0277,0.143,0,0.109,0.324,110.94,205473,4
35,No Guidance,Chris Brown Featuring Drake,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.696,0.454,0.454,-6.756,minor,0.153,0.123,0,0.155,0.136,92.928,260640,4
36,Chasin You,Morgan Wallen,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.631,0.591,0.591,-5.785,major,0.0277,0.657,0,0.11,0.489,97.074,205453,4
37,Slow Dance In A Parking Lot,Jordan Davis,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.523,0.837,0.837,-4.494,major,0.0335,0.301,0,0.172,0.523,82.006,193929,4
38,Homesick,Kane Brown,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.701,0.5,0.5,-8.82,major,0.0303,0.46,0,0.234,0.409,97.028,205400,4
39,Roses,SAINt JHN,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.769,0.719,0.719,-5.472,major,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4
40,Catch,Brett Young,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.566,0.765,0.765,-6.337,major,0.0439,0.0248,0,0.0783,0.604,156.036,196440,4
41,I Love Me,Demi Lovato,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.664,0.561,0.561,-7.031,major,0.0495,0.00261,0,0.0764,0.713,150.093,203672,4
42,In Your Eyes,The Weeknd,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.667,0.721,0.721,-5.349,minor,0.033,0.00248,6.24e-5,0.0753,0.703,100.018,237522,4
43,Death Bed,Powfu Featuring beabadoobee,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.726,0.431,0.431,-8.765,minor,0.135,0.731,0,0.696,0.348,144.026,173333,4
44,More Hearts Than Mine,Ingrid Andress,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.375,0.428,0.428,-7.387,major,0.029,0.109,0,0.105,0.361,78.516,214787,4
45,Slide,H.E.R. Featuring YG,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.827,0.469,0.469,-9.141,minor,0.341,0.0807,8.12e-6,0.207,0.196,97.028,238321,4
46,Woah,Lil Baby,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.882,0.602,0.602,-5.554,major,0.245,0.0177,0,0.178,0.43,142.959,183011,4
47,Godzilla,Eminem Featuring Juice WRLD,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.808,0.745,0.745,-5.26,minor,0.342,0.145,0,0.292,0.829,165.995,210800,4
48,BEST ON EARTH,Russ & BIA,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.846,0.748,0.748,-3.512,minor,0.078,0.188,0,0.093,0.597,90.006,160720,4
49,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",2020-04-11,Apr,11,2020,Spring,82,post_covid,0.923,0.604,0.604,-6.671,minor,0.245,0.017,0,0.272,0.826,145.062,139741,4
50,What She Wants Tonight,Luke Bryan,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.484,0.903,0.903,-3.9,minor,0.0882,0.0649,0,0.151,0.716,169.948,186988,4
51,Homemade,Jake Owen,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.51,0.838,0.838,-2.702,major,0.0469,0.396,0,0.195,0.574,145.922,192653,4
52,Sunday Best,Surfaces,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.878,0.525,0.525,-6.832,major,0.0578,0.183,0,0.0714,0.694,112.022,158571,4
53,Yo Perreo Sola,Bad Bunny,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.86,0.758,0.758,-5.16,major,0.0695,0.021,6.54e-5,0.344,0.453,97.014,172127,4
54,Dior,Pop Smoke,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.548,0.805,0.805,-5.732,major,0.351,0.212,3.89e-4,0.408,0.648,142.094,216387,4
55,Sum 2 Prove,Lil Baby,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.823,0.552,0.552,-7.57,minor,0.324,0.0174,0,0.122,0.418,124.038,205760,4
56,Beer Cant Fix,Thomas Rhett Featuring Jon Pardi,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.711,0.774,0.774,-4.068,major,0.0308,0.0317,0,0.124,0.939,111.016,209733,4
57,Walk Em Down,NLE Choppa Featuring Roddy Ricch,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.867,0.744,0.744,-5.171,major,0.227,0.268,0,0.0713,0.645,84.005,173288,4
58,I Hope Youre Happy Now,Carly Pearce & Lee Brice,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.592,0.759,0.759,-5.787,major,0.035,0.141,6.1e-6,0.138,0.338,118.02,199813,4
59,Does To Me,Luke Combs Featuring Eric Church,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.616,0.849,0.849,-4.897,major,0.0373,0.311,0,0.311,0.638,113.065,223320,4
60,Loyal,PARTYNEXTDOOR Featuring Drake,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.658,0.535,0.535,-8.983,minor,0.0573,0.0265,0,0.2,0.419,110.684,227360,4
61,After Hours,The Weeknd,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.653,0.574,0.574,-6.104,minor,0.0316,0.0772,0.00661,0.122,0.139,108.977,361025,4
62,Supalonely,BENEE Featuring Gus Dapperton,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.863,0.631,0.631,-4.689,major,0.0534,0.305,3.04e-5,0.123,0.817,128.977,223480,4
63,Myron,Lil Uzi Vert,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.771,0.654,0.654,-6.976,minor,0.298,0.055,0,0.214,0.573,155.047,224955,4
64,Tusa,Karol G & Nicki Minaj,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.803,0.715,0.715,-3.28,major,0.298,0.295,1.34e-4,0.0574,0.574,101.085,200960,4
65,P*$$y Fairy (OTW),Jhene Aiko,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.572,0.519,0.519,-7.092,minor,0.212,0.536,0,0.102,0.35,128.331,181860,4
66,Before You Go,Lewis Capaldi,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.459,0.575,0.575,-4.858,major,0.0573,0.604,0,0.0885,0.183,111.881,215107,4
67,Come Thru,Summer Walker & Usher,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.679,0.728,0.728,-3.092,minor,0.154,0.159,0,0.107,0.46,152.001,181013,4
68,Heartless,Diplo Presents Thomas Wesley Featuring Morgan Wallen,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.538,0.751,0.751,-5.487,minor,0.128,0.0194,1.42e-6,0.145,0.244,169.985,198267,4
69,Underdog,Alicia Keys,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.656,0.722,0.722,-4.726,minor,0.0478,0.556,0,0.134,0.301,90.097,208208,4
70,The Other Side,SZA X Justin Timberlake,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.638,0.795,0.795,-8.45,major,0.302,0.00433,0.00139,0.153,0.31,153.99,214373,4
71,Know Your Worth,Khalid x Disclosure,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.79,0.694,0.694,-7.726,minor,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4
72,Out West,JACKBOYS Featuring Young Thug,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.802,0.591,0.591,-4.895,major,0.225,0.0104,0,0.196,0.309,139.864,157712,4
73,Emotionally Scarred,Lil Baby,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.585,0.641,0.641,-4.269,minor,0.133,0.0286,0,0.316,0.266,88.284,197530,4
74,Oprahs Bank Account,"Lil Yachty, Drake & DaBaby",2020-04-11,Apr,11,2020,Spring,82,post_covid,0.83,0.625,0.625,-3.678,major,0.0573,0.226,0,0.302,0.884,138.046,205636,4
75,P2,Lil Uzi Vert,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.775,0.72,0.72,-5.353,minor,0.193,0.0236,0,0.114,0.49,155.086,234627,4
76,B.I.T.C.H.,Megan Thee Stallion,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.742,0.731,0.731,-4.362,minor,0.306,0.0851,0,0.131,0.547,174.019,183143,4
77,Physical,Dua Lipa,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.647,0.844,0.844,-3.756,major,0.0457,0.0137,6.58e-4,0.102,0.746,146.967,193829,4
78,After A Few,Travis Denning,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.617,0.849,0.849,-4.316,minor,0.0355,0.0146,0,0.194,0.695,106.998,213493,4
79,That Way,Lil Uzi Vert,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.719,0.611,0.611,-5.01,minor,0.0403,0.0582,0,0.155,0.489,129.962,212354,4
80,B.S.,Jhene Aiko Featuring H.E.R.,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.617,0.525,0.525,-10.426,minor,0.12,0.554,1.1e-6,0.135,0.377,135.781,212867,4
81,I Love My Country,Florida Georgia Line,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.527,0.943,0.943,-3.56,major,0.065,0.0249,0,0.373,0.584,140.132,184573,4
82,Grace,Lil Baby & 42 Dugg,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.817,0.513,0.513,-6.263,minor,0.394,0.38,0,0.109,0.177,123.029,203438,4
83,Make No Sense,YoungBoy Never Broke Again,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.876,0.733,0.733,-4.478,minor,0.333,0.0208,0,0.0999,0.962,154.904,148630,4
84,Yummy,Justin Bieber,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.687,0.514,0.514,-6.612,minor,0.0897,0.366,0,0.116,0.494,145.921,210427,4
85,Save Your Tears,The Weeknd,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.68,0.826,0.826,-5.487,major,0.0309,0.0212,1.24e-5,0.543,0.644,118.051,215627,4
86,Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",2020-04-11,Apr,11,2020,Spring,82,post_covid,0.607,0.829,0.829,-4.074,major,0.379,0.0103,0,0.107,0.685,96.172,295177,4
87,La Dificil,Bad Bunny,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.685,0.848,0.848,-4.561,minor,0.0858,0.0861,7.14e-6,0.0783,0.761,179.87,163084,4
88,Ridin Roads,Dustin Lynch,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.547,0.817,0.817,-4.255,major,0.0448,0.0986,0,0.136,0.592,142.118,205427,4
89,Si Veo A Tu Mama,Bad Bunny,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.9,0.603,0.603,-5.313,major,0.0646,0.402,4.81e-6,0.134,0.824,129.928,170972,4
90,The Man,Taylor Swift,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.777,0.658,0.658,-5.191,major,0.054,0.0767,0,0.0901,0.633,110.048,190360,4
91,Hard To Forget,Sam Hunt,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.689,0.689,0.689,-5.517,major,0.045,0.23,0,0.57,0.664,130.069,204760,4
92,Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.92,0.833,0.833,-3.18,major,0.253,0.0277,0,0.0596,0.645,141.034,165726,4
93,Last Time I Say Sorry,Kane Brown & John Legend,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.263,0.393,0.393,-7.783,major,0.0291,0.856,0,0.0975,0.205,86.806,194819,4
94,What A Man Gotta Do,Jonas Brothers,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.852,0.698,0.698,-7.206,major,0.0629,0.00839,1.03e-6,0.0773,0.324,113.039,180645,4
95,Heatin Up,Lil Baby & Gunna,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.788,0.436,0.436,-9.435,major,0.364,0.0611,0,0.0979,0.341,129.847,177314,4
96,If The World Was Ending,JP Saxe Featuring Julia Michaels,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.464,0.473,0.473,-10.086,major,0.129,0.866,0,0.109,0.604,75.801,208687,4
97,Vete,Bad Bunny,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.886,0.672,0.672,-4.394,major,0.188,0.0363,8.78e-6,0.101,0.526,91.976,192024,4
98,Baby Pluto,Lil Uzi Vert,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.772,0.634,0.634,-6.101,minor,0.212,0.135,0,0.432,0.671,160.052,210261,4
99,Into The Unknown,Idina Menzel & AURORA,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.323,0.405,0.405,-8.533,minor,0.0413,0.849,5.44e-4,0.138,0.274,145.104,194848,5
100,July,Noah Cyrus & Leon Bridges,2020-04-11,Apr,11,2020,Spring,82,post_covid,0.708,0.186,0.186,-8.953,minor,0.042,0.868,0,0.0779,0.322,72.541,156106,4
1,Toosie Slide,Drake,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.834,0.454,0.454,-9.75,minor,0.201,0.321,6.15e-6,0.114,0.837,81.618,247059,4
2,Blinding Lights,The Weeknd,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.514,0.73,0.73,-5.934,major,0.0598,0.00146,9.54e-5,0.0897,0.334,171.005,200040,4
3,The Box,Roddy Ricch,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.896,0.586,0.586,-6.687,minor,0.0559,0.104,0,0.79,0.642,116.971,196653,4
4,Dont Start Now,Dua Lipa,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.794,0.793,0.793,-4.521,minor,0.0842,0.0125,0,0.0952,0.677,123.941,183290,4
5,Life Is Good,Future Featuring Drake,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.676,0.609,0.609,-5.831,minor,0.481,0.0706,0,0.152,0.508,142.037,237735,4
6,Circles,Post Malone,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.695,0.762,0.762,-3.497,major,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
7,Adore You,Harry Styles,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.676,0.771,0.771,-3.675,major,0.0483,0.0237,7e-6,0.102,0.569,99.048,207133,4
8,Say So,Doja Cat Featuring Nicki Minaj,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.787,0.673,0.673,-4.577,minor,0.158,0.256,3.57e-6,0.0904,0.786,110.962,237893,4
9,Intentions,Justin Bieber Featuring Quavo,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.811,0.553,0.553,-6.644,major,0.0552,0.317,0,0.105,0.86,148.014,212869,4
10,Everything I Wanted,Billie Eilish,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.704,0.225,0.225,-14.454,minor,0.0994,0.902,0.657,0.106,0.243,120.006,245426,4
11,Someone You Loved,Lewis Capaldi,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.501,0.405,0.405,-5.679,major,0.0319,0.751,0,0.105,0.446,109.891,182161,4
12,The Bones,Maren Morris,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.612,0.57,0.57,-6.642,minor,0.0347,0.278,0,0.0963,0.334,77.002,197293,4
13,My Oh My,Camila Cabello Featuring DaBaby,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.724,0.491,0.491,-6.024,major,0.0296,0.018,1.29e-5,0.0887,0.383,105.046,170746,4
14,Savage,Megan Thee Stallion,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.767,0.481,0.481,-8.52,minor,0.0803,0.234,0,0.269,0.761,150.076,171375,4
15,Memories,Maroon 5,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.764,0.32,0.32,-7.209,major,0.0546,0.837,0,0.0822,0.575,91.019,189486,4
16,Roxanne,Arizona Zervas,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.621,0.601,0.601,-5.616,minor,0.148,0.0522,0,0.46,0.457,116.735,163636,5
17,Hot Girl Bummer,blackbear,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.782,0.559,0.559,-7.106,minor,0.0767,0.125,0,0.385,0.685,129.992,188344,1
18,Blueberry Faygo,Lil Mosey,2020-04-18,Apr,18,2020,Spring,89,post_covid,0.774,0.554,0.554,-7.909,major,0.0383,0.207,0,0.132,0.349,99.034,162547,4
